"	amplitude_id","	user_id","	city","	country","	device","	device_type","	dma","	gt:acc_id","	ip_address","	language","	library","	os","	platform","	region","	gp:fbclid","	gp:gclid","	gp:initial_fbclid","	gp:initial_gclid","	gp:initial_referrer","	gp:initial_referring_domain","	gp:initial_utm_campaign","	gp:initial_utm_content","	gp:initial_utm_medium","	gp:initial_utm_source","	gp:initial_utm_term","	gp:referrer","	gp:referring_domain","	gp:user_accounts_created","	gp:user_cookie_campaign","	gp:user_cookie_content","	gp:user_cookie_fbclid","	gp:user_cookie_gclid","	gp:user_cookie_http_referrer","	gp:user_cookie_keyword","	gp:user_cookie_lp_full","	gp:user_cookie_lpcleaned","	gp:user_cookie_medium","	gp:user_cookie_source","	gp:user_invited","	gp:user_latest_nps","	gp:user_mrr","	gp:user_obsurvey_business_type","	gp:user_obsurvey_current_tool","	gp:user_obsurvey_main_activity","	gp:user_obsurvey_start_when","	gp:user_obsurvey_used_before","	gp:user_signup_howwemet","	gp:user_total_accounts","	gp:user_total_logins","	gp:user_users_invited","	gp:utm_campaign","	gp:utm_content","	gp:utm_medium","	gp:utm_source","	gp:utm_term"
"	133067661398","	5a7772ae1c97981ce77a3d36","	Benacazon","	Spain","	Windows","	Windows","	","	","	37.132.38.119","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Seville","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	9.0","	25.0","	","	","	","	","	","	","	1","	116","	1","	","	","	","	","	"
"	207894421595","	5d68f7336a972863a4009cd8","	Madrid","	Spain","	Windows","	Windows","	","	","	139.47.9.43","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	https://app.holded.com/boards?login_success_source=web","	app.holded.com","	","	","	","	","	","	https://app.holded.com/boards?login_success_source=web","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	8","	29","	","	","	","	","	","	","	4","	159","	","	","	","	","	","	"
"	262445752413","	60a67213d766211747273314","	Málaga","	Spain","	Mac","	Mac","	","	","	188.85.190.189","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Malaga","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	","	","	","	","	","	","	https://www.holded.com/","	https://www.holded.com/","	referal","	","	false","	","	0.0","	services","	cloudsoftware","	crm","	innextmonth","	never","	Word of mouth","	1","	14","	1","	","	","	","	","	"
"	228579631197","	58984ef21c97986b0d4f11ca","	Altafulla","	Spain","	Windows","	Windows","	","	","	79.155.18.228","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Tarragona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	12.0","	","	","	","	","	","	","	3","	51","	","	","	","	","	","	"
"	143896092767","	5ec50d346a972840582b8674","	Barcelona","	Spain","	Windows","	Windows","	","	","	88.14.241.124","	Catalan","	amplitude-js/8.1.0","	Chrome 93","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/tp/footballhost","	app.holded.com","	","	","	","	","	","	https://app.holded.com/tp/footballhost","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	20.0","	","	","	","	","	","	","	1","	15","	","	","	","	","	","	"
"	280602738785","	60f80b209ff5cb51466b2281","	Barcelona","	Spain","	Windows","	Windows","	","	","	37.223.129.192","	Catalan","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/sales/orders","	app.holded.com","	","	","	","	","	","	https://app.holded.com/sales/orders","	app.holded.com","	1","	","	","	","	","	null","	","	https://academy.holded.com/hc/es/articles/360028301071-C%C3%B3mo-funciona-la-caja-contable-en-Holded-y-c%C3%B3mo-realizar-el-cierre-diario-de-caja","	https://academy.holded.com/hc/es/articles/360028301071-C%C3%B3mo-funciona-la-caja-contable-en-Holded-y-c%C3%B3mo-realizar-el-cierre-diario-de-caja","	referal","	","	false","	","	0.0","	retails","	desktopsoftware","	inventory","	now","	never","	Word of mouth","	1","	67","	","	","	","	","	","	"
"	290194645090","	612105ee7a64670e492427ab","	Écija","	Spain","	Android","	Android","	","	","	185.27.136.16","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Seville","	","	CjwKCAjwyIKJBhBPEiwAu7zll5z4oVbZHKmEc0KcbGA7r2n0u8NefJrAzTxmbaZbBAze6tVxIANk0BoCi0kQAvD_BwE","	","	CjwKCAjwyIKJBhBPEiwAu7zll5z4oVbZHKmEc0KcbGA7r2n0u8NefJrAzTxmbaZbBAze6tVxIANk0BoCi0kQAvD_BwE","	https://www.google.com/","	www.google.com","	dsa_sitelink_1330918973","	125354356442_528264896087","	cpc","	google","	","	android-app://com.google.android.gm/","	com.google.android.gm","	","	dsa_sitelink_1330918973","	125354356442_528264896087","	","	CjwKCAjwyIKJBhBPEiwAu7zll5z4oVbZHKmEc0KcbGA7r2n0u8NefJrAzTxmbaZbBAze6tVxIANk0BoCi0kQAvD_BwE","	https://www.google.com/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=dsa_sitelink_1330918973&utm_content=125354356442_528264896087&utm_term=&hld_device=m&hld_network=g&hld_matchtype=b&hsa_acc=7276020979&hsa_ad=528264896087&hsa_mt=b&hsa_kw=&hsa_ver=3&hsa_src=g&hsa_cam=1330918973&hsa_grp=125354356442&hsa_net=adwords&hsa_tgt=dsa-1323978448948&gclid=CjwKCAjwyIKJBhBPEiwAu7zll5z4oVbZHKmEc0KcbGA7r2n0u8NefJrAzTxmbaZbBAze6tVxIANk0BoCi0kQAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	","	","	","	","	","	","	","	","	1","	","	welcome_1","	125354356442_528264896087","	email","	mailgun","	"
"	273930338413","	60d8b48be654fa14821be1b0","	Alicante","	Spain","	Mac","	Mac","	","	","	31.4.236.33","	Spanish","	amplitude-js/8.1.0","	Safari 13","	Web","	Alicante","	","	","	","	","	https://www.google.com","	www.google.com","	","	","	","	","	","	https://www.holded.com/es","	www.holded.com","	1","	","	","	","	","	https://www.google.com/","	","	https://www.holded.com/es","	https://www.holded.com/es","	organic","	google.com","	false","	","	0.0","	services","	penpaper","	invoicing","	now","	never","	Word of mouth","	1","	13","	","	","	","	","	","	"
"	272389562479","	60d1e1a15b7a9b17fc3544eb","	Madrid","	Spain","	Windows","	Windows","	","	","	88.26.197.34","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	null","	","	https://www.holded.com/es","	https://www.holded.com/es","	referal","	","	true","	","	","	","	","	","	","	","	","	","	11","	","	","	","	","	","	"
"	133606080623","	5c4ebe28a26564676c6e8761","	Sabadell","	Spain","	Windows","	Windows","	","	","	88.4.158.12","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/boards?origin=holded&login_success_source=web","	app.holded.com","	","	","	","	","	","	https://app.holded.com/crm/funnels/5c4d8e44a2656454da0739e4?view=basic","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10.0","	29.0","	","	","	","	","	","	","	1","	70","	","	","	","	","	","	"
"	213709045874","	5d7fa2bd6a9728507852caa6","	Madrid","	Spain","	Mac","	Mac","	","	","	79.158.236.215","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	12","	","	","	","	","	","	","	1","	56","	","	","	","	","	","	"
"	265190752373","	60b1092ec9e36040e26b4dec","	Madrid","	Spain","	","	","	","	","	87.220.179.48","	Spanish","	http/2.0","	","	web","	Madrid","	","	","	","	","	https://app.holded.com/boards?login_success_source=web","	app.holded.com","	","	","	","	","	","	https://app.holded.com/crm/funnels/60b9e903bf371d5262231aa0?view=basic","	app.holded.com","	","	","	","	","	","	","	","	https://app.holded.com/signup?lang=es&email=jorge.garcia@italicapharma.com","	https://app.holded.com/signup","	referal","	","	true","	","	34","	","	","	","	","	","	","	1","	59","	","	","	","	","	","	"
"	127427502198","	5e7340946a97281928561342","	","	Spain","	Windows","	Windows","	","	","	31.4.242.186","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Castille and León","	","	","	","	","	https://app.holded.com/treasury/5e73411a6a9728177e7065be/reconcile","	app.holded.com","	","	","	","	","	","	https://app.holded.com/treasury/5e73411a6a9728177e7065be/reconcile","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10","	25","	","	","	","	","	","	","	1","	12","	","	","	","	","	","	"
"	288896090230","	611babdd7333d53c6a0c9485","	","	Spain","	Android","	Android","	","	[""611bac09f3e4865c106d0e2a""]","	87.223.36.68","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	","	","	Cj0KCQjwvO2IBhCzARIsALw3ASoRZ-fzHaYisAWzvQC5KKuKeOElYb_ZfGZAcf2s-a23_69jCXKz2-AaAoPREALw_wcB","	","	Cj0KCQjwvO2IBhCzARIsALw3ASoRZ-fzHaYisAWzvQC5KKuKeOElYb_ZfGZAcf2s-a23_69jCXKz2-AaAoPREALw_wcB","	","	","	dsa_sitelink_1330918973","	122404424823_528503650930","	cpc","	google","	","	","	","	1","	","	","	","	","	","	","	","	","	","	","	false","	","	0","	","	","	","	","	","	Search engine","	0","	1","	","	dsa_sitelink_1330918973","	122404424823_528503650930","	cpc","	google","	"
"	287320514680","	6115285e70bdca223c600066","	Iruz","	Spain","	Windows","	Windows","	","	[""61152876ea350245f1452b5d""]","	91.126.177.26","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Cantabria","	IwAR2QomvWOnN3ZR0g99SrSK9L9mO2qmSQcOEXM5aziLZpQ-wH_79AjMDqGeE","	","	IwAR2QomvWOnN3ZR0g99SrSK9L9mO2qmSQcOEXM5aziLZpQ-wH_79AjMDqGeE","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://l.facebook.com/","	l.facebook.com","	1","	","	","	","	","	https://www.google.com/","	","	https://www.holded.com/es/blog/los-mejores-programas-de-contabilidad","	https://www.holded.com/es/blog/los-mejores-programas-de-contabilidad","	referal","	google.com","	false","	","	0","	retails","	nothing","	accounting","	now","	never","	Search engine","	0","	1","	","	","	","	","	","	"
"	278489423998","	60eda7ceb8551e611d71a61f","	Villanueva de Alcardete","	Spain","	Windows","	Windows","	","	","	195.53.214.3","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Toledo","	","	","	","	","	https://app.holded.com/tp/login/pcms","	app.holded.com","	","	","	","	","	","	https://app.holded.com/tp/login/pcms","	app.holded.com","	","	5bda10faa265646bd95ff8f2","	5bda10b1a2656465eb399a85","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=cGlsYXIuYXJpemFAcGNtYW5jaGEuY29t&utm_source=team_invite&utm_medium=referral&utm_campaign=5bda10faa265646bd95ff8f2&utm_content=5bda10b1a2656465eb399a85&teaminvite=1&companyname=PC%20MANCHA%20SOLUCIONES","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	","	","	","	","	","	","	","	","	8","	","	","	","	","	","	"
"	233523773570","	5b2b91292e1d9332dd432d83","	Accra","	Ghana","	Windows","	Windows","	","	","	154.160.30.214","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Greater Accra Region","	","	","	","	","	https://app.holded.com/purchases/orders","	app.holded.com","	","	","	","	","	","	https://app.holded.com/boards","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10","	99","	","	","	","	","	","	","	1","	104","	1","	","	","	","	","	"
"	227520356484","	600b1896b4790d00b37d6cae","	Sant Cugat del Vallès","	Spain","	","	","	","	","	92.178.25.80","	Spanish","	http/2.0","	","	web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	","	","	","	","	","	","	https://www.holded.com/es","	https://www.holded.com/es","	organic","	google.com","	false","	10","	0","	services","	nothing","	invoicing","	innextmonth","	never","	Search engine","	1","	10","	","	","	","	","	","	"
"	274994667654","	60dd5faba08350554f7b768b","	","	Spain","	","	","	","	","	31.4.143.99","	Spanish","	http/2.0","	","	web","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	dsa_1330918973","	61706694846_315707568606","	","	CjwKCAiAlNf-BRB_EiwA2osbxXSFUi7dBKlilISczd0YPjnEvWjrghJORs48zcqNfGE2gn32Vlp1bxoCEXYQAvD_BwE","	https://www.google.com/","	","	https://www.holded.com/es/blog/certificado-digital-sirve-obtenerlo?utm_adgroupid=61706694846&utm_keyword=&campaignid=1330918973&adgroupid=61706694846&adid=315707568606&hld_device=m&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694846_315707568606&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694846&hsa_ad=315707568606&hsa_cam=1330918973&hsa_tgt=aud-906499727223:dsa-581135182015&hsa_net=adwords&hsa_ver=3&gclid=CjwKCAiAlNf-BRB_EiwA2osbxXSFUi7dBKlilISczd0YPjnEvWjrghJORs48zcqNfGE2gn32Vlp1bxoCEXYQAvD_BwE","	https://www.holded.com/es/blog/certificado-digital-sirve-obtenerlo","	cpc","	google","	false","	","	","	","	","	","	","	","	","	","	3","	","	","	","	","	","	"
"	226608046215","	5c2ca11ba265643531765ba5","	Madrid","	Spain","	Windows","	Windows","	","	","	80.174.100.115","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	9.0","	29.0","	","	","	","	","	","	","	1","	22","	","	","	","	","	","	"
"	287633105043","	611a115c9f78824b717bbe54","	Castelldefels","	Spain","	Windows","	Windows","	","	","	47.63.78.194","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/tp/login/hannunsl","	app.holded.com","	","	","	","	","	","	https://app.holded.com/tp/supervisor","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	false","	","	","	","	","	","	","	","	","	","	1","	","	","	","	","	","	"
"	288959103123","	611bdaef61bc256b686bafe5","	Madrid","	Spain","	Windows","	Windows","	","	","	83.42.41.150","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Madrid","	","	","	","	","	https://www.bing.com/","	www.bing.com","	competitor_384746733","	1143492811918678_71468409031915","	cpc","	bing","	tramitapp","	https://www.bing.com/","	www.bing.com","	","	competitor_384746733","	1143492811918678_71468409031915","	","	","	https://www.bing.com/","	tramitapp","	https://www.holded.com/es/gestion-de-recursos-humanos?utm_source=bing&utm_medium=cpc&utm_campaign=competitor_384746733&utm_content=1143492811918678_71468409031915&utm_term=tramitapp&hld_device=c&hld_network=o&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=&hsa_mt=e&hsa_kw=tramitapp&hsa_ver=3&hsa_src=o&hsa_cam=384746733&hsa_grp=1143492811918678&hsa_net=adwords&hsa_tgt=kwd-71468838106056:loc-3203&msclkid=9a85278391ff1fbc1d6b46984b27c713","	https://www.holded.com/es/gestion-de-recursos-humanos","	cpc","	bing","	false","	","	","	","	","	","	","	","	","	","	1","	","	competitor_384746733","	1143492811918678_71468409031915","	cpc","	bing","	tramitapp"
"	290822889625","	6123ea0039e05f6ebe461138","	Las Palmas de Gran Canaria","	Spain","	","	","	","	","	79.155.175.173","	Spanish","	batch/1.0","	","	none","	Las Palmas","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	true","	","	0","	","	","	","	","	","	","	1","	1","	","	","	","	","	","	"
"	188745040025","	6046201746cd3c5e365e130e","	Valladolid","	Spain","	Mac","	Mac","	","	","	79.144.111.92","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Valladolid","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	brand_10388931271","	104378540118_444673368885","	","	Cj0KCQjwv7L6BRDxARIsAGj-34oiMTDm6RxQ9RYKv2lFeAETsYBGHYbZ2Tbn16fkkhxlzfi_817_SYkaAlX1EALw_wcB","	","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=739393910&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=aud-807990005739:kwd-314272695052&gclid=Cj0KCQjwv7L6BRDxARIsAGj-34oiMTDm6RxQ9RYKv2lFeAETsYBGHYbZ2Tbn16fkkhxlzfi_817_SYkaAlX1EALw_wcB","	https://www.holded.com/es","	cpc","	google","	false","	","	0","	services","	nothing","	invoicing","	now","	never","	Word of mouth","	1","	51","	","	","	","	","	","	"
"	293960269978","	61309022764b0a6cc52fb7c2","	","	Spain","	Windows","	Windows","	","	[""6130904c77469f63b055cce0""]","	212.231.191.224","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	","	","	","	","	","	","	","	61138d5524194976760fc252","	6111043cadaa365f346ae914","	referral","	team_invite","	","	","	","	1","	","	","	","	","	","	","	","	","	","	","	false","	","	0","	both","	desktopsoftware","	invoicing","	now","	never","	Team invite","	0","	1","	","	61138d5524194976760fc252","	6111043cadaa365f346ae914","	referral","	team_invite","	"
"	218433626268","	5759bcc7d5158ddf6a8b468f","	Santander","	Spain","	Windows","	Windows","	","	","	213.177.192.100","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Cantabria","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	59","	","	","	","	","	","	","	3","	4","	","	","	","	","	","	"
"	150695911581","	5e9037a56a9728106a40df54","	","	Spain","	Windows","	Windows","	","	","	31.221.183.53","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	79","	","	","	","	","	","	","	1","	118","	","	","	","	","	","	"
"	284417540253","	610966aac64f35619256d2f0","	Badalona","	Spain","	Android","	Android","	","	","	83.54.253.169","	Spanish","	amplitude-js/8.1.0","	Chrome WebView 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	2","	youtube_acq_13526002054","	129210504608_531067243801","	","	CjwKCAjw0qOIBhBhEiwAyvVcf0P5AoTJ-Tz2x2RtYp99aJUJWf7btVITG91so392It9UMRbEVZ6i8hoCUboQAvD_BwE","	null","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=youtube_acq_13526002054&utm_content=129210504608_531067243801&utm_term=&hld_device=m&hld_network=ytv&hld_matchtype=&hld_placement=youtube.com&hsa_acc=6249003211&hsa_ad=531067243801&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=ytv&hsa_cam=13526002054&hsa_grp=129210504608&hsa_net=adwords&hsa_tgt=&gclid=CjwKCAjw0qOIBhBhEiwAyvVcf0P5AoTJ-Tz2x2RtYp99aJUJWf7btVITG91so392It9UMRbEVZ6i8hoCUboQAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0.0","	","	","	","	","	","	Shared doc","	1","	2","	","	","	","	","	","	"
"	270706196638","	60c9ed422e2e9e5ec168882d","	León","	Spain","	Mac","	Mac","	","	","	213.177.196.125","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Leon","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	brand_10388931271","	104378540118_444673368885","	","	EAIaIQobChMIysjyoJKc8QIVfRkGAB1_WAE9EAAYASAAEgJ-QvD_BwE","	https://www.google.com/","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=aud-387006533195:kwd-314272695052&gclid=EAIaIQobChMIysjyoJKc8QIVfRkGAB1_WAE9EAAYASAAEgJ-QvD_BwE","	https://www.holded.com/es","	cpc","	google","	true","	","	","	","	","	","	","	","	","	","	18","	","	","	","	","	","	"
"	275347505313","	60dee099a4bd3e797331aad3","	Paterna","	Spain","	Linux","	Linux","	","	","	84.127.34.69","	Spanish","	amplitude-js/8.1.0","	Firefox 91","	Web","	Valencia","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	dsa_1330918973","	125354356442_528152939427","	","	Cj0KCQjwlMaGBhD3ARIsAPvWd6jWBfaIAs9xjzbGLC02lJQngbOxAW9h3S9T0jx-9SBtp5tuSKo-Z3YaAlDjEALw_wcB","	https://www.google.com/","	","	https://www.holded.com/es/blog/que-retencion-deben-aplicar-los-autonomos?utm_adgroupid=125354356442&utm_keyword=&campaignid=1330918973&adgroupid=125354356442&adid=528152939427&hld_device=c&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=125354356442_528152939427&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=125354356442&hsa_ad=528152939427&hsa_cam=1330918973&hsa_tgt=dsa-1323978449508&hsa_net=adwords&hsa_ver=3&gclid=Cj0KCQjwlMaGBhD3ARIsAPvWd6jWBfaIAs9xjzbGLC02lJQngbOxAW9h3S9T0jx-9SBtp5tuSKo-Z3YaAlDjEALw_wcB","	https://www.holded.com/es/blog/que-retencion-deben-aplicar-los-autonomos","	cpc","	google","	true","	","	","	","	","	","	","	","	","	","	6","	","	","	","	","	","	"
"	265408913570","	60b1ed97022643493725cd6f","	","	Spain","	Windows","	Windows","	","	","	82.223.120.203","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	","	","	Cj0KCQjw24qHBhCnARIsAPbdtlJcHlR6VYaWyMDc6rgUjjOol0Ud6J36eaiX36_EsPN4VXBRj2BePrAaAtfHEALw_wcB","	","	Cj0KCQjw24qHBhCnARIsAPbdtlJcHlR6VYaWyMDc6rgUjjOol0Ud6J36eaiX36_EsPN4VXBRj2BePrAaAtfHEALw_wcB","	https://app.holded.com/accounting/chart","	app.holded.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://app.holded.com/accounting/chart","	app.holded.com","	1","	Spain | Spanish - Retargeting Website Visitors - Holded_Leads_Conversions_ES","	ase_A01b - ASE - Retargeting Website Visitors | Spain | All - Image_a01b","	IwAR1qD6-LYKOaNVUNVfVG2-1Ap-hUIDBhJHsPmXCQ90YKvViBkcF588bYh7I_aem_AbXAkXtX7oxpyN1ZtGX-Vv-R6ZtMbA4Xo5Qu2_sHWLrMNAdj0uVrrbyhVkPt7VgXvMsZetGZF64DdVGqakRA8vEIA5qBix7tNRUR0I1VjLoOXw","	","	","	","	https://go.holded.com/trabaja-donde-quieras/?utm_source=facebook&utm_medium=paidsocial&utm_campaign=Spain+%7C+Spanish+-+Retargeting+Website+Visitors+-+Holded_Leads_Conversions_ES&utm_content=ase_A01b+-+ASE+-+Retargeting+Website+Visitors+%7C+Spain+%7C+All+-+Image_a01b&fbclid=IwAR1qD6-LYKOaNVUNVfVG2-1Ap-hUIDBhJHsPmXCQ90YKvViBkcF588bYh7I_aem_AbXAkXtX7oxpyN1ZtGX-Vv-R6ZtMbA4Xo5Qu2_sHWLrMNAdj0uVrrbyhVkPt7VgXvMsZetGZF64DdVGqakRA8vEIA5qBix7tNRUR0I1VjLoOXw","	https://go.holded.com/trabaja-donde-quieras/","	paidsocial","	facebook","	false","	7","	79","	retails","	desktopsoftware","	accounting","	now","	never","	Social","	1","	156","	1","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	219919114404","	5d46c2656a972862e5482ff2","	El entrego","	Spain","	Mac","	Mac","	","	","	188.171.13.119","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Asturias","	","	CjwKCAjwpMOIBhBAEiwAy5M6YHc6Ej5hKya_I9rT_qXkxkrJS38-FZKT3p7ZIp2Lj-07nGABR_PzYBoCj0QQAvD_BwE","	","	CjwKCAjwpMOIBhBAEiwAy5M6YHc6Ej5hKya_I9rT_qXkxkrJS38-FZKT3p7ZIp2Lj-07nGABR_PzYBoCj0QQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10.0","	0.0","	","	","	","	","	","	","	8","	51","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	284865814692","	610ad72efe59905c8545aac3","	Ocana","	Spain","	Mac","	Mac","	","	","	88.16.113.86","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Toledo","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	youtube_acq_13526002054","	122235473023_527795727283","	","	CjwKCAjw9aiIBhA1EiwAJ_GTSr1RHZEU66lRHd-GGyXNlGYahzi9pfH8j4QV45qx5twnHdEEoi9__RoCrRAQAvD_BwE","	https://youtube.com/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=youtube_acq_13526002054&utm_content=122235473023_527795727283&utm_term=&hld_device=c&hld_network=ytv&hld_matchtype=&hld_placement=youtube.com&hsa_acc=6249003211&hsa_ad=527795727283&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=ytv&hsa_cam=13526002054&hsa_grp=122235473023&hsa_net=adwords&hsa_tgt=&gclid=CjwKCAjw9aiIBhA1EiwAJ_GTSr1RHZEU66lRHd-GGyXNlGYahzi9pfH8j4QV45qx5twnHdEEoi9__RoCrRAQAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0.0","	both","	spreadsheet","	invoicing","	browsing","	never","	YouTube","	0","	2","	","	","	","	","	","	"
